short_name,value_eur,overall,player_positions,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,nationality
J. Escobar,240000,63,GK,62.0,63.0,59.0,62.0,42.0,64.0,Colombia
Carlos Travisso,100000,63,GK,68.0,43.0,64.0,72.0,53.0,64.0,Brazil
Chi Wenyi,240000,63,GK,63.0,60.0,65.0,64.0,22.0,63.0,China PR
K. Seki,200000,63,GK,57.0,61.0,61.0,63.0,25.0,63.0,Japan
Sander Asevedo,100000,63,GK,68.0,59.0,47.0,58.0,45.0,60.0,Brazil
M. Nardi,220000,63,GK,63.0,61.0,60.0,63.0,23.0,60.0,Italy
R. Cardozo,250000,63,GK,63.0,64.0,61.0,63.0,20.0,65.0,Paraguay
M. Roffo,550000,62,GK,61.0,63.0,61.0,64.0,26.0,60.0,Argentina
Altube,550000,62,GK,62.0,58.0,63.0,63.0,16.0,59.0,Spain
C. Olses,525000,62,GK,63.0,60.0,55.0,65.0,32.0,60.0,Venezuela
J. Pourtau,550000,62,GK,64.0,62.0,57.0,65.0,17.0,60.0,Argentina
N. Shinton,525000,62,GK,67.0,58.0,59.0,68.0,25.0,54.0,Belgium
D. Horkaš,575000,62,GK,64.0,59.0,61.0,64.0,47.0,59.0,Croatia
A. Racioppi,575000,62,GK,63.0,59.0,59.0,66.0,29.0,60.0,Switzerland
E. Destanoglu,525000,62,GK,63.0,65.0,58.0,72.0,22.0,62.0,Turkey
D. Smarsch,575000,62,GK,66.0,63.0,66.0,63.0,32.0,64.0,Germany
J. De Busser,550000,62,GK,67.0,60.0,55.0,64.0,24.0,64.0,Belgium
Vinicius,575000,62,GK,68.0,58.0,54.0,72.0,58.0,54.0,Brazil
T. Doornbusch,475000,62,GK,63.0,62.0,59.0,64.0,39.0,62.0,Netherlands
H. Lewis,450000,62,GK,64.0,59.0,56.0,64.0,33.0,60.0,England
V. Cabezas,450000,62,GK,64.0,61.0,58.0,66.0,29.0,58.0,Colombia
M. Woud,450000,62,GK,62.0,55.0,57.0,65.0,22.0,59.0,New Zealand
G. Collao,425000,62,GK,60.0,63.0,61.0,65.0,29.0,62.0,Chile
San Román,425000,62,GK,62.0,63.0,63.0,61.0,24.0,59.0,Spain
J. Bursztyn,425000,62,GK,64.0,60.0,58.0,63.0,26.0,61.0,Poland
V. Myhra,375000,62,GK,63.0,63.0,57.0,62.0,44.0,60.0,Norway
J. Talbot,375000,62,GK,62.0,60.0,58.0,61.0,42.0,60.0,Republic of Ireland
A. Zendejas,375000,62,GK,66.0,58.0,59.0,64.0,37.0,60.0,United States
T. Krapikas,400000,62,GK,62.0,60.0,58.0,64.0,24.0,59.0,Lithuania
Javi Benítez,375000,62,GK,64.0,59.0,58.0,65.0,46.0,61.0,Spain
M. Havekotte,375000,62,GK,62.0,62.0,58.0,65.0,42.0,62.0,Netherlands
Carlos Alves,375000,62,GK,65.0,63.0,66.0,59.0,43.0,56.0,Portugal
L. Malagón,375000,62,GK,63.0,60.0,63.0,64.0,24.0,64.0,Mexico
J. de Lange,375000,62,GK,62.0,60.0,61.0,63.0,24.0,60.0,Netherlands
A. Tordai,375000,62,GK,58.0,62.0,65.0,60.0,20.0,60.0,Romania
G. Zabret,350000,62,GK,68.0,57.0,55.0,66.0,45.0,58.0,Slovenia
T. King,350000,62,GK,63.0,62.0,56.0,63.0,42.0,62.0,England
E. Sanhueza,350000,62,GK,62.0,61.0,59.0,61.0,48.0,62.0,Chile
A. D'Egidio,350000,62,GK,62.0,60.0,50.0,64.0,39.0,62.0,Italy
Otaño,350000,62,GK,63.0,61.0,59.0,64.0,29.0,60.0,Spain
O. Vâlceanu,350000,62,GK,62.0,65.0,59.0,61.0,27.0,65.0,Romania
T. Casali,325000,62,GK,64.0,60.0,59.0,65.0,29.0,61.0,Austria
M. Sarr,325000,62,GK,65.0,60.0,55.0,70.0,44.0,55.0,Senegal
M. Hauptmeijer,325000,62,GK,60.0,62.0,60.0,66.0,34.0,63.0,Netherlands
T. Nijhuis,325000,62,GK,66.0,57.0,62.0,62.0,18.0,60.0,Netherlands
R. Kojima,325000,62,GK,59.0,66.0,60.0,63.0,30.0,64.0,Japan
T. Çetin,325000,62,GK,61.0,64.0,58.0,72.0,19.0,60.0,Turkey
A. Mehring,300000,62,GK,60.0,61.0,63.0,64.0,47.0,65.0,Argentina
M. Reule,300000,62,GK,64.0,60.0,54.0,64.0,35.0,55.0,Germany
J. Rose,325000,62,GK,64.0,60.0,58.0,64.0,42.0,61.0,England
E. Verstappen,300000,62,GK,62.0,59.0,61.0,61.0,38.0,61.0,Netherlands
K. Shimura,325000,62,GK,67.0,62.0,55.0,59.0,25.0,64.0,Japan
R. Jendrusch,325000,62,GK,65.0,60.0,57.0,66.0,34.0,59.0,Germany
L. Watkowiak,325000,62,GK,59.0,59.0,57.0,66.0,22.0,63.0,Germany
M. Bu Sanda,325000,62,GK,61.0,62.0,55.0,63.0,36.0,59.0,United Arab Emirates
J. Fabri,300000,62,GK,61.0,60.0,60.0,64.0,52.0,60.0,France
L. Roberts,300000,62,GK,63.0,59.0,57.0,63.0,47.0,62.0,England
J. Valencia,300000,62,GK,65.0,59.0,62.0,66.0,51.0,58.0,Colombia
M. Hamrol,300000,62,GK,63.0,62.0,53.0,65.0,25.0,60.0,Germany
H. Hankić,300000,62,GK,62.0,60.0,60.0,64.0,32.0,60.0,Austria
Y. Takaoka,300000,62,GK,63.0,61.0,56.0,65.0,24.0,56.0,Japan
F. Stritzel,290000,62,GK,66.0,55.0,53.0,61.0,34.0,66.0,Germany
R. Duraković,290000,62,GK,63.0,59.0,58.0,66.0,43.0,61.0,Austria
S. Cleveland,290000,62,GK,63.0,59.0,60.0,65.0,56.0,60.0,United States
J. Szumski,270000,62,GK,63.0,61.0,60.0,63.0,22.0,58.0,Poland
K. Forenc,270000,62,GK,63.0,65.0,64.0,63.0,43.0,60.0,Poland
L. Burge,270000,62,GK,67.0,59.0,51.0,69.0,41.0,58.0,England
K. Piedrahita,270000,62,GK,63.0,61.0,59.0,64.0,44.0,61.0,United States
A. Buzbuchi,280000,62,GK,69.0,58.0,54.0,61.0,19.0,57.0,Romania
M. Festa,270000,62,GK,65.0,62.0,58.0,61.0,45.0,59.0,Italy
D. Sugimoto,280000,62,GK,60.0,65.0,59.0,61.0,23.0,63.0,Japan
N. Townsend,270000,62,GK,59.0,61.0,64.0,65.0,40.0,62.0,England
A. Paroni,260000,62,GK,63.0,61.0,47.0,65.0,44.0,61.0,Italy
G. Woods,250000,62,GK,66.0,60.0,60.0,66.0,50.0,55.0,England
Hou Sen,240000,62,GK,58.0,63.0,62.0,62.0,45.0,62.0,China PR
S. Arnold,250000,62,GK,64.0,61.0,61.0,64.0,31.0,59.0,England
E. İşcan,250000,62,GK,64.0,63.0,60.0,62.0,35.0,59.0,Turkey
J. Jakubov,240000,62,GK,63.0,59.0,65.0,64.0,48.0,61.0,Czech Republic
A. Al Owayshir,250000,62,GK,62.0,60.0,60.0,63.0,38.0,61.0,Saudi Arabia
A. Al Jadani,250000,62,GK,64.0,60.0,56.0,63.0,50.0,61.0,Saudi Arabia
D. Kudła,250000,62,GK,62.0,56.0,67.0,64.0,46.0,63.0,Poland
J. Murphy,30000,62,GK,59.0,62.0,60.0,60.0,37.0,62.0,Republic of Ireland
A. Collin,130000,62,GK,63.0,58.0,56.0,65.0,31.0,61.0,England
L. Price,130000,62,GK,61.0,61.0,57.0,60.0,37.0,61.0,Wales
S. Bywater,30000,62,GK,59.0,61.0,55.0,55.0,36.0,68.0,England
L. McCormick,80000,62,GK,58.0,59.0,62.0,57.0,38.0,62.0,England
P. Gori,30000,62,GK,56.0,58.0,64.0,59.0,35.0,67.0,Italy
D. Brill,160000,62,GK,61.0,63.0,58.0,60.0,35.0,61.0,England
M. McNulty,30000,62,GK,62.0,62.0,54.0,63.0,34.0,61.0,Republic of Ireland
S. Flinders,160000,62,GK,62.0,60.0,58.0,64.0,34.0,61.0,England
M. Tørnes,160000,62,GK,62.0,60.0,58.0,64.0,52.0,62.0,Denmark
C. Neal,160000,62,GK,61.0,61.0,58.0,60.0,57.0,62.0,England
A. Stachowiak,180000,62,GK,62.0,58.0,63.0,73.0,43.0,59.0,Poland
M. van Duin,180000,62,GK,59.0,63.0,53.0,61.0,31.0,63.0,Netherlands
Yu Ziqian,130000,62,GK,61.0,61.0,66.0,63.0,28.0,60.0,China PR
E. Parish,220000,62,GK,63.0,62.0,61.0,64.0,40.0,58.0,England
Li Shuai,50000,62,GK,62.0,55.0,58.0,65.0,32.0,62.0,China PR
G. Sandomierski,220000,62,GK,58.0,62.0,63.0,65.0,44.0,61.0,Poland
T. Vaiho,200000,62,GK,59.0,54.0,63.0,68.0,32.0,59.0,Sweden
M. Varvodić,200000,62,GK,65.0,57.0,51.0,65.0,53.0,61.0,Croatia
A. Al Mazaidi,160000,62,GK,61.0,65.0,63.0,61.0,38.0,63.0,Saudi Arabia
Jung San,200000,62,GK,65.0,60.0,58.0,62.0,44.0,60.0,Korea Republic
S. Russo,200000,62,GK,62.0,59.0,63.0,63.0,49.0,62.0,Italy
D. Russo,190000,62,GK,60.0,61.0,62.0,60.0,40.0,63.0,Italy
G. Jansson,160000,62,GK,60.0,62.0,57.0,66.0,31.0,60.0,Sweden
A. Berardi,220000,62,GK,61.0,58.0,56.0,64.0,51.0,63.0,Italy
A. Horwath,180000,62,GK,63.0,57.0,60.0,62.0,51.0,64.0,United States
P. Farman,220000,62,GK,63.0,58.0,63.0,64.0,42.0,59.0,England
T. Mikkelsen,80000,62,GK,62.0,63.0,65.0,55.0,44.0,65.0,Denmark
M. Al Furayj,190000,62,GK,64.0,59.0,58.0,64.0,45.0,61.0,Saudi Arabia
Sui Weijie,50000,62,GK,60.0,60.0,64.0,58.0,46.0,62.0,China PR
D. Buchholz,130000,62,GK,61.0,66.0,44.0,62.0,24.0,64.0,Germany
M. Cavallotti,130000,62,GK,63.0,65.0,54.0,60.0,25.0,64.0,Argentina
Limones,180000,62,GK,58.0,65.0,55.0,64.0,32.0,68.0,Spain
F. Faist,200000,62,GK,63.0,60.0,53.0,60.0,26.0,63.0,Austria
T. Sugeno,80000,62,GK,63.0,59.0,55.0,61.0,33.0,62.0,Japan
M. Kołba,220000,62,GK,61.0,62.0,54.0,62.0,40.0,60.0,Poland
G. Stancampiano,180000,62,GK,61.0,62.0,56.0,58.0,30.0,64.0,Italy
M. Mleczko,475000,61,GK,61.0,63.0,60.0,61.0,21.0,63.0,Poland
Álex Dos Santos,475000,61,GK,64.0,62.0,65.0,60.0,21.0,59.0,Brazil
Dani Merino,475000,61,GK,62.0,65.0,66.0,60.0,27.0,57.0,Spain
Miguel Morro,425000,61,GK,61.0,57.0,62.0,63.0,23.0,56.0,Spain
O. Hedvall,400000,61,GK,65.0,61.0,61.0,59.0,26.0,59.0,Denmark
P. Menzel,400000,61,GK,65.0,62.0,58.0,57.0,23.0,58.0,Germany
N. Trott,400000,61,GK,62.0,60.0,64.0,64.0,36.0,61.0,England
Matis Carvalho,400000,61,GK,62.0,61.0,59.0,63.0,38.0,59.0,Portugal
Robert Sanchez,375000,61,GK,61.0,60.0,63.0,62.0,43.0,60.0,Spain
J. Klinsmann,350000,61,GK,59.0,58.0,65.0,66.0,29.0,63.0,United States
J. Cozzani,375000,61,GK,63.0,62.0,61.0,63.0,45.0,57.0,Argentina
J. Walton,325000,61,GK,62.0,60.0,60.0,62.0,34.0,61.0,England
D. Gyollai,325000,61,GK,63.0,60.0,60.0,62.0,45.0,57.0,Hungary
P. Jensen,325000,61,GK,64.0,60.0,65.0,62.0,21.0,60.0,Denmark
M. Borquez,325000,61,GK,61.0,63.0,60.0,63.0,22.0,61.0,Chile
Álvaro Vallés,325000,61,GK,60.0,63.0,60.0,61.0,30.0,60.0,Spain
Joan Femenías,325000,61,GK,59.0,63.0,58.0,60.0,20.0,56.0,Spain
S. Mohlin,300000,61,GK,66.0,56.0,62.0,68.0,46.0,55.0,Sweden
N. Lemaître,300000,61,GK,63.0,58.0,59.0,62.0,33.0,60.0,France
Oleaga,300000,61,GK,63.0,58.0,60.0,61.0,26.0,61.0,Spain
M. Funk,300000,61,GK,61.0,59.0,61.0,62.0,38.0,58.0,Germany
L. Weinkauf,300000,61,GK,64.0,62.0,61.0,61.0,19.0,58.0,Germany
G. Hatano,300000,61,GK,61.0,68.0,56.0,62.0,26.0,61.0,Japan
M. Mbaye,300000,61,GK,66.0,56.0,54.0,66.0,22.0,53.0,Senegal
O. Carabalí,300000,61,GK,63.0,60.0,57.0,62.0,23.0,60.0,Ecuador
R. Watson,290000,61,GK,57.0,58.0,56.0,63.0,44.0,59.0,England
A. Vaikla,290000,61,GK,62.0,69.0,58.0,62.0,25.0,56.0,Estonia
M. Ortega,290000,61,GK,60.0,59.0,61.0,64.0,29.0,62.0,Mexico
G. Guerrieri,270000,61,GK,62.0,59.0,58.0,61.0,45.0,59.0,Italy
K. Joelsson,270000,61,GK,61.0,58.0,59.0,65.0,33.0,61.0,Sweden
C. Dilo,260000,61,GK,62.0,61.0,57.0,62.0,44.0,60.0,France
R. Fulton,260000,61,GK,59.0,60.0,65.0,65.0,31.0,58.0,Scotland
O. Hadžikić,260000,61,GK,60.0,60.0,59.0,63.0,41.0,63.0,Austria
B. Lundgaard,260000,61,GK,59.0,61.0,70.0,59.0,28.0,60.0,United States
A. Putna,260000,61,GK,60.0,61.0,60.0,59.0,25.0,62.0,United States
E. Fernández,240000,61,GK,60.0,61.0,60.0,64.0,32.0,60.0,Mexico
D. Evtimov,240000,61,GK,60.0,62.0,58.0,59.0,37.0,62.0,Bulgaria
W. Cuesta,240000,61,GK,58.0,61.0,55.0,59.0,47.0,64.0,Colombia
E. Edwards Jr.,230000,61,GK,58.0,64.0,60.0,57.0,42.0,65.0,United States
B. Moore,230000,61,GK,60.0,59.0,60.0,61.0,48.0,62.0,United States
R. Laidlaw,240000,61,GK,63.0,59.0,56.0,59.0,24.0,61.0,Scotland
F. Gülmez,240000,61,GK,63.0,64.0,60.0,60.0,38.0,58.0,Turkey
R. Charles-Cook,230000,61,GK,65.0,59.0,61.0,61.0,47.0,55.0,England
R. Udegbe,230000,61,GK,62.0,58.0,60.0,63.0,31.0,56.0,Germany
M. Acton,220000,61,GK,63.0,61.0,59.0,63.0,40.0,58.0,Australia
M. Engelhardt,230000,61,GK,63.0,58.0,60.0,65.0,45.0,62.0,Germany
H. Fukushima,230000,61,GK,61.0,60.0,69.0,60.0,40.0,58.0,Japan
H. Nilsson,220000,61,GK,55.0,62.0,58.0,60.0,50.0,62.0,Sweden
H. Sandvik,210000,61,GK,60.0,62.0,63.0,59.0,41.0,60.0,Norway
K. Kakoi,220000,61,GK,65.0,57.0,57.0,61.0,54.0,58.0,Japan
K. McIntosh,220000,61,GK,62.0,60.0,64.0,62.0,41.0,60.0,United States
B. Janošević,210000,61,GK,60.0,63.0,55.0,63.0,23.0,62.0,Serbia
S. Ando,210000,61,GK,58.0,53.0,52.0,60.0,42.0,65.0,Japan
B. Meredith,200000,61,GK,65.0,60.0,66.0,64.0,48.0,54.0,United States
X. Pinoteau,40000,61,GK,60.0,65.0,56.0,55.0,30.0,65.0,France
P. Jones,140000,61,GK,61.0,58.0,61.0,62.0,33.0,61.0,England
H. Ramírez,70000,61,GK,56.0,59.0,65.0,63.0,12.0,66.0,Argentina
A. Vanins,30000,61,GK,61.0,60.0,52.0,64.0,39.0,59.0,Latvia
Liu Zhenli,110000,61,GK,64.0,61.0,56.0,59.0,50.0,61.0,China PR
Zhang Lu,160000,61,GK,61.0,59.0,70.0,60.0,53.0,56.0,China PR
Zhou Yajun,110000,61,GK,59.0,57.0,60.0,64.0,52.0,59.0,China PR
H. Shaian,170000,61,GK,62.0,57.0,59.0,64.0,48.0,58.0,Saudi Arabia
T. Vollnhofer,110000,61,GK,64.0,61.0,58.0,58.0,45.0,62.0,Austria
A. Al Saleh,180000,61,GK,61.0,57.0,62.0,60.0,48.0,61.0,Saudi Arabia
Zhang Lie,30000,61,GK,60.0,62.0,61.0,57.0,35.0,62.0,China PR
W. Mosquera,110000,61,GK,54.0,62.0,66.0,63.0,47.0,65.0,Colombia
H. Nakabayashi,140000,61,GK,63.0,60.0,66.0,66.0,23.0,58.0,Japan
L. Hroššo,150000,61,GK,63.0,64.0,57.0,59.0,16.0,60.0,Slovakia
A. Marinescu,110000,61,GK,59.0,61.0,61.0,60.0,27.0,64.0,Romania
G. Innocent,375000,60,GK,60.0,58.0,60.0,62.0,31.0,60.0,France
S. Bajic,350000,60,GK,59.0,63.0,59.0,61.0,24.0,57.0,France
E. Balcombe,375000,60,GK,59.0,57.0,55.0,65.0,40.0,59.0,England
K. Klaesson,350000,60,GK,61.0,56.0,58.0,62.0,27.0,59.0,Norway
M. Bułka,375000,60,GK,61.0,57.0,58.0,64.0,26.0,55.0,Poland
S. Laiton,375000,60,GK,57.0,59.0,53.0,59.0,47.0,56.0,France
B. Şen,375000,60,GK,60.0,60.0,56.0,66.0,26.0,58.0,Turkey
Elias Ramírez,375000,60,GK,58.0,60.0,55.0,63.0,60.0,52.0,Spain
Jara,375000,60,GK,62.0,63.0,56.0,60.0,34.0,58.0,Spain
D. Desprez,375000,60,GK,60.0,56.0,54.0,61.0,26.0,58.0,France
M. Cerofolini,375000,60,GK,60.0,60.0,60.0,60.0,37.0,63.0,Italy
Barredo,375000,60,GK,61.0,56.0,57.0,60.0,23.0,59.0,Spain
M. Peano,375000,60,GK,65.0,56.0,57.0,62.0,27.0,57.0,Argentina
V. Xenopoulos,375000,60,GK,65.0,57.0,50.0,63.0,29.0,57.0,Greece
Daniel Rebollo,375000,60,GK,59.0,62.0,65.0,58.0,27.0,57.0,Spain
P. Sokół,375000,60,GK,61.0,64.0,58.0,62.0,24.0,61.0,Poland
T. Glover,325000,60,GK,62.0,58.0,60.0,62.0,24.0,54.0,Australia
C. Frommann,325000,60,GK,62.0,59.0,64.0,62.0,37.0,55.0,Germany
D. Margush,300000,60,GK,57.0,61.0,57.0,61.0,30.0,60.0,Australia
J. Karlstrøm,300000,60,GK,58.0,60.0,57.0,62.0,27.0,57.0,Norway
M. Borgogno,300000,60,GK,59.0,60.0,57.0,62.0,32.0,59.0,Argentina
B. Żynel,300000,60,GK,60.0,59.0,55.0,61.0,28.0,58.0,Poland
J. Bartels,300000,60,GK,63.0,61.0,59.0,60.0,23.0,61.0,Germany
V. Kucheruk,300000,60,GK,58.0,62.0,53.0,61.0,28.0,54.0,Ukraine
A. Wilk,290000,60,GK,58.0,61.0,55.0,58.0,43.0,60.0,Poland
E. Kastrati,280000,60,GK,62.0,60.0,56.0,62.0,37.0,56.0,Albania
J. Marcinkowski,280000,60,GK,64.0,60.0,65.0,63.0,23.0,56.0,United States
Sergio García,270000,60,GK,59.0,63.0,54.0,57.0,52.0,61.0,Spain
L. Bätge,270000,60,GK,63.0,59.0,56.0,61.0,30.0,60.0,Germany
Guo Quanbo,270000,60,GK,58.0,56.0,60.0,60.0,53.0,61.0,China PR
M. Behrens,260000,60,GK,64.0,62.0,55.0,61.0,27.0,55.0,Germany
Y. Bangsow,270000,60,GK,60.0,57.0,57.0,64.0,33.0,55.0,Germany
L. Yamaguchi,270000,60,GK,65.0,58.0,66.0,60.0,23.0,57.0,Japan
J. Wrąbel,250000,60,GK,61.0,56.0,53.0,62.0,45.0,58.0,Poland
C. Burton,250000,60,GK,63.0,57.0,61.0,60.0,43.0,59.0,England
Valera,250000,60,GK,61.0,56.0,46.0,61.0,38.0,64.0,Spain
A. Sebald,250000,60,GK,61.0,63.0,56.0,61.0,36.0,56.0,Germany
Lombo,250000,60,GK,52.0,58.0,60.0,61.0,19.0,67.0,Spain
M. Depta,250000,60,GK,61.0,57.0,60.0,60.0,33.0,57.0,Germany
M. Kuchta,240000,60,GK,59.0,57.0,59.0,60.0,48.0,62.0,Poland
K. O'Hara,240000,60,GK,62.0,57.0,55.0,63.0,45.0,58.0,Republic of Ireland
M. Crowe,240000,60,GK,57.0,60.0,58.0,58.0,44.0,60.0,Wales
M. Vargas,240000,60,GK,59.0,57.0,58.0,62.0,50.0,58.0,Chile
J. Eastwood,240000,60,GK,61.0,59.0,55.0,60.0,37.0,58.0,England
S. Dieng,240000,60,GK,63.0,55.0,60.0,63.0,40.0,56.0,Switzerland
A. Bacci,240000,60,GK,61.0,60.0,64.0,59.0,30.0,60.0,Italy
L. Popescu,240000,60,GK,61.0,58.0,64.0,63.0,26.0,58.0,Romania
S. Bastien,220000,60,GK,62.0,60.0,55.0,61.0,46.0,56.0,France
R. Sallinger,220000,60,GK,64.0,58.0,59.0,62.0,43.0,56.0,Austria
S. Kjellevold,220000,60,GK,61.0,59.0,58.0,62.0,30.0,59.0,Norway
E. Louro,220000,60,GK,59.0,59.0,62.0,59.0,35.0,63.0,United States
G. Bakırbaş,220000,60,GK,58.0,61.0,58.0,59.0,20.0,61.0,Turkey
K. Bucker,220000,60,GK,63.0,55.0,54.0,60.0,31.0,58.0,Netherlands
H. Al Mansoury,220000,60,GK,58.0,61.0,51.0,63.0,37.0,56.0,United Arab Emirates
C. O'Malley,210000,60,GK,60.0,59.0,61.0,63.0,40.0,59.0,Republic of Ireland
T. Königsmann,210000,60,GK,57.0,61.0,62.0,68.0,47.0,49.0,Germany
D. Cardelli,210000,60,GK,60.0,60.0,64.0,60.0,25.0,58.0,Italy
J. Rodríguez,200000,60,GK,64.0,54.0,55.0,59.0,63.0,63.0,Mexico
J. Maxted,200000,60,GK,61.0,60.0,60.0,64.0,46.0,58.0,England
Zou Dehai,200000,60,GK,59.0,61.0,54.0,62.0,45.0,59.0,China PR
J. Gies,210000,60,GK,61.0,59.0,58.0,64.0,24.0,54.0,Germany
D. Maekawa,210000,60,GK,59.0,54.0,54.0,67.0,26.0,65.0,Japan
C. Klaus,200000,60,GK,61.0,63.0,61.0,62.0,27.0,60.0,Germany
A. Hirzel,190000,60,GK,59.0,58.0,56.0,60.0,45.0,57.0,Switzerland
Hwang ByeongGeun,200000,60,GK,62.0,57.0,56.0,62.0,26.0,57.0,Korea Republic
Yeerjieti Yeerzati,190000,60,GK,63.0,57.0,64.0,60.0,50.0,58.0,China PR
M. Bleve,200000,60,GK,65.0,62.0,58.0,62.0,18.0,59.0,Italy
J. Kiassumbua,190000,60,GK,65.0,53.0,51.0,66.0,39.0,56.0,DR Congo
D. Lyness,180000,60,GK,60.0,60.0,56.0,62.0,53.0,58.0,England
D. Cornell,190000,60,GK,62.0,58.0,62.0,62.0,36.0,57.0,Wales
B. Wilson,190000,60,GK,61.0,59.0,54.0,59.0,40.0,57.0,England
N. Mirković,170000,60,GK,59.0,59.0,65.0,58.0,30.0,64.0,Serbia
E. Fujishima,170000,60,GK,63.0,57.0,53.0,64.0,26.0,54.0,Japan
F. Rossi,170000,60,GK,62.0,60.0,62.0,60.0,21.0,58.0,Italy
F. Cerda,160000,60,GK,58.0,57.0,59.0,59.0,42.0,62.0,Chile
R. Hironaga,170000,60,GK,62.0,59.0,59.0,62.0,24.0,60.0,Japan
F. Costa,160000,60,GK,62.0,57.0,55.0,63.0,29.0,56.0,Argentina
G. Bokwé,170000,60,GK,56.0,62.0,56.0,64.0,29.0,60.0,Cameroon
D. Da Costa,110000,60,GK,61.0,59.0,56.0,57.0,40.0,58.0,Switzerland
T. Velaphi,130000,60,GK,60.0,55.0,55.0,60.0,53.0,59.0,Australia
F. Al Shammari,20000,60,GK,61.0,57.0,55.0,62.0,34.0,58.0,Saudi Arabia
Yang Qipeng,130000,60,GK,57.0,55.0,61.0,61.0,42.0,60.0,China PR
D. Melichárek,60000,60,GK,62.0,53.0,56.0,69.0,27.0,58.0,Czech Republic
J. Aymes,140000,60,GK,59.0,61.0,63.0,59.0,46.0,58.0,France
B. Al Baqi,150000,60,GK,59.0,57.0,55.0,58.0,46.0,64.0,Saudi Arabia
P. Baiocco,140000,60,GK,61.0,58.0,56.0,66.0,47.0,56.0,Italy
S. Makani,130000,60,GK,62.0,59.0,56.0,64.0,45.0,58.0,Iran
N. Iwadate,140000,60,GK,60.0,62.0,64.0,60.0,27.0,58.0,Japan
Y. Takeda,130000,60,GK,58.0,58.0,56.0,60.0,25.0,65.0,Japan
K. Tanno,110000,60,GK,63.0,67.0,58.0,58.0,24.0,56.0,Japan
T. Kodama,130000,60,GK,62.0,55.0,61.0,60.0,26.0,61.0,Japan
K. Santini,130000,60,GK,62.0,59.0,58.0,62.0,28.0,59.0,Croatia
G. Bazunu,290000,59,GK,60.0,59.0,56.0,60.0,27.0,59.0,Republic of Ireland
L. Unbehaun,270000,59,GK,49.0,58.0,59.0,64.0,55.0,62.0,Germany
A. Trubin,260000,59,GK,55.0,58.0,57.0,63.0,29.0,57.0,Ukraine
C. Kelleher,290000,59,GK,60.0,56.0,53.0,62.0,39.0,57.0,Republic of Ireland
W. Mannion,290000,59,GK,60.0,55.0,53.0,62.0,38.0,58.0,England
L. Southwood,290000,59,GK,62.0,61.0,64.0,53.0,56.0,58.0,England
J. Theissen,290000,59,GK,63.0,59.0,61.0,57.0,33.0,54.0,Germany
S. Bouzian,270000,59,GK,57.0,63.0,54.0,60.0,26.0,61.0,Belgium
J. Faye Lund,250000,59,GK,59.0,58.0,58.0,63.0,44.0,58.0,Norway
A. Pears,250000,59,GK,62.0,57.0,58.0,62.0,16.0,57.0,England
A. Wichne,220000,59,GK,60.0,53.0,56.0,60.0,44.0,58.0,Norway
T. Wiesner,220000,59,GK,62.0,59.0,57.0,60.0,35.0,57.0,Germany
B. Scott,230000,59,GK,64.0,59.0,60.0,59.0,31.0,59.0,United States
R. Koot,220000,59,GK,61.0,58.0,61.0,58.0,24.0,58.0,Netherlands
T. Weiner,230000,59,GK,60.0,57.0,60.0,63.0,51.0,56.0,Germany
T. Lawal,220000,59,GK,63.0,56.0,58.0,61.0,29.0,58.0,Austria
E. González,230000,59,GK,58.0,59.0,52.0,61.0,21.0,59.0,Argentina
M. Uusitalo,210000,59,GK,64.0,56.0,58.0,62.0,32.0,54.0,Finland
A. Nurudeen,220000,59,GK,65.0,57.0,58.0,63.0,24.0,53.0,Ghana
B. Verbong,210000,59,GK,62.0,60.0,61.0,59.0,26.0,54.0,Netherlands
J. Hoekstra,220000,59,GK,59.0,58.0,56.0,61.0,23.0,59.0,Netherlands
O. Evans,200000,59,GK,62.0,60.0,58.0,59.0,40.0,58.0,Wales
S. Mbaye,200000,59,GK,61.0,58.0,66.0,61.0,27.0,57.0,Senegal
Lucas Díaz,200000,59,GK,58.0,63.0,54.0,55.0,30.0,62.0,Switzerland
J. Bolado,190000,59,GK,66.0,55.0,55.0,64.0,26.0,55.0,Argentina
C. Libertiaux,190000,59,GK,61.0,57.0,60.0,62.0,26.0,58.0,Belgium
M. Freese,190000,59,GK,63.0,59.0,56.0,62.0,29.0,59.0,United States
J. Rojas,0,59,GK,61.0,55.0,58.0,63.0,26.0,58.0,Bolivia
S. Perilli,180000,59,GK,59.0,59.0,56.0,59.0,45.0,58.0,Italy
Z. de la Paz,180000,59,GK,62.0,50.0,60.0,65.0,49.0,58.0,Curacao
M. Šarkić,180000,59,GK,59.0,57.0,58.0,58.0,36.0,59.0,Montenegro
A. Sosa,180000,59,GK,61.0,57.0,58.0,63.0,44.0,57.0,Argentina
A. Ureche,180000,59,GK,58.0,59.0,57.0,62.0,29.0,60.0,Romania
R. Stewart,170000,59,GK,59.0,60.0,59.0,58.0,44.0,58.0,Scotland
P. Gartler,170000,59,GK,55.0,61.0,60.0,61.0,30.0,61.0,Austria
J. Pantemis,170000,59,GK,61.0,56.0,59.0,59.0,35.0,58.0,Canada
M. Pattier,170000,59,GK,60.0,57.0,61.0,59.0,29.0,58.0,France
P. Patron,170000,59,GK,59.0,60.0,55.0,57.0,22.0,62.0,France
