short_name,value_eur,overall,player_positions,pace,shooting,passing,dribbling,defending,physic,nationality
João Mário,21500000,81,CAM,69.0,69.0,80.0,83.0,64.0,67.0,Portugal
Thiago Mendes,19000000,81,CDM,78.0,70.0,78.0,79.0,77.0,74.0,Brazil
A. Izzo,18500000,81,CB,68.0,33.0,48.0,65.0,83.0,75.0,Italy
M. Brozović,19500000,81,CDM,64.0,73.0,79.0,80.0,76.0,73.0,Croatia
A. Ljajić,20500000,81,CAM,78.0,75.0,80.0,84.0,37.0,61.0,Serbia
J. Corona,21000000,81,RM,83.0,70.0,75.0,88.0,62.0,54.0,Mexico
L. Milivojević,17500000,81,CDM,55.0,67.0,76.0,67.0,78.0,84.0,Serbia
Gerard Moreno,21000000,81,ST,76.0,79.0,66.0,78.0,45.0,69.0,Spain
W. Weghorst,21000000,81,ST,63.0,80.0,59.0,69.0,39.0,83.0,Netherlands
Quaresma,8000000,81,RM,77.0,73.0,82.0,86.0,24.0,63.0,Portugal
J. Mathieu,5500000,81,CB,68.0,64.0,73.0,62.0,83.0,81.0,France
J. Milner,10500000,81,CM,61.0,70.0,82.0,77.0,77.0,78.0,England
L. López,6500000,81,ST,75.0,82.0,73.0,80.0,50.0,70.0,Argentina
B. Gomis,11000000,81,ST,70.0,82.0,66.0,75.0,36.0,74.0,France
M. Dembélé,15000000,81,CM,73.0,68.0,77.0,87.0,77.0,80.0,Belgium
Cesc Fàbregas,13500000,81,CM,53.0,73.0,87.0,77.0,60.0,56.0,Spain
L. Koscielny,8500000,81,CB,60.0,43.0,63.0,64.0,82.0,74.0,France
Jardel,8500000,81,CB,55.0,42.0,54.0,53.0,82.0,79.0,Brazil
Renato Augusto,15000000,81,CM,67.0,73.0,79.0,79.0,71.0,72.0,Brazil
José Fonte,5500000,81,CB,36.0,38.0,54.0,60.0,81.0,76.0,Portugal
A. Guardado,13500000,81,CM,68.0,68.0,81.0,82.0,72.0,68.0,Mexico
L. Piszczek,6000000,81,RB,77.0,68.0,75.0,73.0,82.0,78.0,Poland
K. Gameiro,14000000,81,ST,85.0,79.0,74.0,77.0,43.0,67.0,France
D. Payet,14000000,81,CAM,71.0,77.0,82.0,81.0,38.0,67.0,France
Beñat,13500000,81,CM,49.0,73.0,84.0,74.0,67.0,71.0,Spain
B. Höwedes,13000000,81,CB,52.0,48.0,62.0,63.0,82.0,74.0,Germany
M. Sissoko,17000000,81,CM,80.0,70.0,78.0,79.0,79.0,89.0,France
M. Parolo,7000000,81,CDM,64.0,76.0,76.0,75.0,79.0,79.0,Italy
Fernando,13500000,81,CDM,61.0,62.0,71.0,70.0,81.0,82.0,Brazil
N. Gaitán,15500000,81,CAM,78.0,72.0,80.0,82.0,41.0,58.0,Argentina
S. Giovinco,14000000,81,CF,81.0,79.0,79.0,87.0,27.0,56.0,Italy
Luiz Gustavo,13500000,81,CDM,58.0,60.0,69.0,69.0,80.0,82.0,Brazil
N. Nkoulou,15000000,81,CB,70.0,44.0,64.0,70.0,82.0,74.0,Cameroon
N. Matić,14500000,81,CDM,48.0,68.0,77.0,72.0,80.0,78.0,Serbia
Marcos Alonso,15000000,81,LB,66.0,73.0,79.0,77.0,79.0,79.0,Spain
H. Mkhitaryan,17000000,81,RM,78.0,76.0,78.0,83.0,55.0,66.0,Armenia
André Almeida,15000000,81,RB,68.0,63.0,76.0,75.0,82.0,82.0,Portugal
A. Florenzi,15000000,81,RB,82.0,77.0,76.0,80.0,77.0,73.0,Italy
E. Zahavi,16000000,81,CF,75.0,81.0,73.0,82.0,39.0,70.0,Israel
F. Vázquez,16500000,81,CM,56.0,78.0,80.0,81.0,58.0,72.0,Argentina
Lucas Vázquez,18000000,81,RW,82.0,73.0,79.0,82.0,58.0,69.0,Spain
Dani García,17000000,81,CM,42.0,69.0,73.0,75.0,78.0,79.0,Spain
M. Acuña,18500000,81,LW,76.0,74.0,81.0,86.0,76.0,84.0,Argentina
Laure Santeiro,15500000,81,CAM,82.0,72.0,77.0,83.0,26.0,51.0,Brazil
J. Frendado,0,81,CB,71.0,61.0,57.0,62.0,82.0,75.0,Uruguay
S. Ardero,0,81,CAM,82.0,72.0,77.0,83.0,26.0,51.0,Uruguay
L. Dálves,0,81,ST,80.0,82.0,60.0,71.0,34.0,75.0,Uruguay
S. Mandíquez,0,81,ST,80.0,80.0,56.0,74.0,29.0,80.0,Ecuador
João Félix,28000000,80,CF,82.0,80.0,74.0,81.0,40.0,70.0,Portugal
N. Barella,21500000,80,CM,76.0,66.0,78.0,80.0,74.0,69.0,Italy
J. Gomez,20000000,80,CB,81.0,30.0,64.0,68.0,79.0,76.0,England
A. Christensen,19000000,80,CB,68.0,31.0,63.0,68.0,82.0,72.0,Denmark
Y. Tielemans,20500000,80,CM,63.0,78.0,82.0,78.0,68.0,67.0,Belgium
Mario Hermoso,19000000,80,CB,79.0,49.0,72.0,71.0,79.0,77.0,Spain
Carlos Soler,21000000,80,RM,77.0,74.0,81.0,78.0,62.0,68.0,Spain
M. Caldara,18000000,80,CB,64.0,34.0,46.0,63.0,83.0,74.0,Italy
H. Winks,20000000,80,CM,70.0,58.0,77.0,83.0,71.0,66.0,England
K. Piątek,20500000,80,ST,76.0,80.0,53.0,73.0,38.0,71.0,Poland
Diogo Jota,20500000,80,CF,83.0,77.0,70.0,84.0,53.0,76.0,Portugal
Marcos Llorente,18500000,80,CDM,58.0,50.0,73.0,71.0,77.0,73.0,Spain
F. Mendy,18000000,80,LB,89.0,64.0,73.0,79.0,75.0,81.0,France
Melendo,20500000,80,RM,82.0,71.0,77.0,82.0,55.0,61.0,Spain
Rúben Dias,18500000,80,CB,64.0,38.0,50.0,59.0,81.0,83.0,Portugal
Héctor Bellerín,17500000,80,RB,92.0,51.0,70.0,78.0,76.0,66.0,Spain
B. Mendy,17500000,80,LB,81.0,51.0,77.0,77.0,77.0,77.0,France
M. Dembélé,20000000,80,ST,82.0,77.0,61.0,76.0,30.0,81.0,France
Santi Mina,20000000,80,ST,77.0,79.0,69.0,78.0,53.0,72.0,Spain
Rony Lopes,20000000,80,LM,79.0,75.0,76.0,83.0,30.0,57.0,Portugal
J. Correa,20000000,80,CF,84.0,75.0,75.0,85.0,39.0,67.0,Argentina
T. Bakayoko,18000000,80,CDM,66.0,48.0,69.0,74.0,79.0,85.0,France
M. Eggestein,19500000,80,CM,73.0,70.0,75.0,78.0,73.0,78.0,Germany
Odriozola,17500000,80,RB,89.0,53.0,71.0,77.0,77.0,69.0,Spain
M. Gómez,20000000,80,ST,64.0,80.0,68.0,72.0,32.0,79.0,Uruguay
Sergi Darder,19000000,80,CM,45.0,69.0,79.0,80.0,66.0,67.0,Spain
K. Zouma,17500000,80,CB,64.0,51.0,59.0,55.0,78.0,83.0,France
L. Paredes,19000000,80,CM,71.0,67.0,81.0,79.0,72.0,74.0,Argentina
N. Aké,17500000,80,CB,75.0,53.0,70.0,71.0,81.0,77.0,Netherlands
E. Hysaj,17000000,80,RB,79.0,51.0,68.0,75.0,78.0,74.0,Albania
André Gomes,17500000,80,CDM,65.0,71.0,78.0,80.0,73.0,80.0,Portugal
K. Baldé,19500000,80,RM,91.0,76.0,72.0,83.0,29.0,69.0,Senegal
J. Weigl,17500000,80,CDM,61.0,47.0,75.0,76.0,78.0,66.0,Germany
V. Rongier,19000000,80,CM,64.0,73.0,76.0,80.0,75.0,62.0,France
Yeray,17500000,80,CB,62.0,49.0,58.0,61.0,81.0,74.0,Spain
Loren,19500000,80,ST,77.0,79.0,59.0,78.0,31.0,72.0,Spain
R. Rodríguez,16000000,80,LB,70.0,67.0,79.0,76.0,78.0,74.0,Switzerland
A. Oxlade-Chamberlain,18500000,80,CM,82.0,73.0,78.0,84.0,66.0,73.0,England
Campaña,18000000,80,CM,61.0,73.0,81.0,77.0,73.0,72.0,Spain
A. Mandi,16000000,80,CB,66.0,46.0,74.0,70.0,81.0,72.0,Algeria
Deulofeu,19000000,80,CF,88.0,73.0,75.0,87.0,30.0,56.0,Spain
Bernat,16000000,80,LB,82.0,61.0,78.0,85.0,74.0,66.0,Spain
M. Keane,16500000,80,CB,60.0,49.0,62.0,66.0,80.0,79.0,England
J. Quintero,18500000,80,CAM,73.0,77.0,81.0,83.0,37.0,50.0,Colombia
Samu Castillejo,19000000,80,RM,82.0,73.0,78.0,82.0,43.0,52.0,Spain
A. Rebić,19000000,80,ST,88.0,80.0,70.0,78.0,39.0,81.0,Croatia
E. Bailly,16500000,80,CB,76.0,42.0,58.0,62.0,79.0,80.0,Ivory Coast
M. Almirón,18500000,80,LW,89.0,74.0,76.0,82.0,48.0,63.0,Paraguay
M. Lazzari,18500000,80,RM,88.0,62.0,76.0,81.0,54.0,62.0,Italy
M. Lanzini,18000000,80,CAM,77.0,72.0,78.0,85.0,32.0,50.0,Argentina
Sergi Gómez,15500000,80,CB,64.0,41.0,65.0,63.0,81.0,75.0,Spain
H. Vanaken,18000000,80,CAM,48.0,76.0,81.0,77.0,65.0,73.0,Belgium
M. Hinteregger,16000000,80,CB,68.0,61.0,64.0,59.0,81.0,80.0,Austria
M. Nastasić,16000000,80,CB,71.0,32.0,63.0,54.0,82.0,74.0,Serbia
Gabriel,18000000,80,CM,63.0,74.0,77.0,79.0,76.0,83.0,Brazil
C. Wilson,17500000,80,ST,87.0,78.0,67.0,77.0,39.0,75.0,England
J. Guilavogui,14500000,80,CDM,59.0,59.0,67.0,65.0,83.0,79.0,France
D. Klaassen,17000000,80,CM,65.0,78.0,74.0,75.0,70.0,75.0,Netherlands
P. Kadeřábek,14500000,80,RWB,77.0,43.0,74.0,75.0,75.0,81.0,Czech Republic
C. Kramer,14500000,80,CDM,52.0,49.0,71.0,73.0,77.0,77.0,Germany
Iñigo Martínez,14500000,80,CB,70.0,56.0,64.0,61.0,80.0,78.0,Spain
Portu,17500000,80,CF,81.0,78.0,76.0,81.0,58.0,75.0,Spain
Manu Trigueros,16500000,80,CM,60.0,73.0,78.0,77.0,70.0,66.0,Spain
H. Çalhanoğlu,17500000,80,LW,67.0,75.0,82.0,84.0,59.0,58.0,Turkey
M. Dabbur,17500000,80,ST,75.0,78.0,65.0,77.0,32.0,72.0,Israel
M. Halstenberg,14500000,80,LB,69.0,66.0,72.0,72.0,80.0,80.0,Germany
M. Vecino,15000000,80,CDM,67.0,68.0,77.0,80.0,76.0,74.0,Uruguay
Joaquín,5000000,80,LM,66.0,78.0,83.0,82.0,44.0,56.0,Spain
W. Rooney,9500000,80,ST,64.0,81.0,80.0,76.0,56.0,76.0,England
Nani,11500000,80,LW,72.0,75.0,79.0,86.0,37.0,62.0,Portugal
J. Mascherano,4700000,80,CDM,66.0,53.0,72.0,68.0,79.0,75.0,Argentina
A. Gignac,9500000,80,ST,69.0,82.0,71.0,71.0,43.0,83.0,France
Jorge Molina,5500000,80,ST,39.0,83.0,67.0,70.0,41.0,70.0,Spain
L. Perrin,7000000,80,CB,52.0,58.0,69.0,66.0,81.0,76.0,France
Charles,7000000,80,ST,60.0,81.0,61.0,79.0,35.0,67.0,Brazil
S. Radu,9500000,80,CB,64.0,64.0,65.0,68.0,83.0,69.0,Romania
D. Rose,12500000,80,LB,77.0,62.0,74.0,79.0,80.0,75.0,England
E. Lamela,15500000,80,RM,75.0,77.0,79.0,82.0,51.0,72.0,Argentina
Raúl García,11500000,80,CAM,47.0,82.0,80.0,77.0,72.0,81.0,Spain
Naldo,3000000,80,CB,53.0,65.0,62.0,60.0,81.0,71.0,Brazil
D. Wass,13500000,80,CM,73.0,77.0,81.0,77.0,76.0,75.0,Denmark
Pedro León,11500000,80,RM,60.0,78.0,85.0,81.0,45.0,59.0,Spain
I. Piatti,7500000,80,LW,73.0,81.0,74.0,85.0,55.0,75.0,Argentina
M. Díaz,9500000,80,CDM,59.0,67.0,81.0,75.0,74.0,75.0,Chile
M. Valbuena,7500000,80,LM,77.0,75.0,80.0,82.0,34.0,48.0,France
L. Bender,11500000,80,RB,65.0,64.0,72.0,72.0,83.0,77.0,Germany
S. Bender,12000000,80,CB,65.0,51.0,62.0,60.0,82.0,77.0,Germany
E. Capoue,12000000,80,CDM,52.0,71.0,74.0,73.0,78.0,77.0,France
Antunes,9000000,80,LB,75.0,69.0,76.0,76.0,77.0,72.0,Portugal
F. Fazio,9500000,80,CB,33.0,41.0,54.0,53.0,82.0,81.0,Argentina
M. Hasebe,4500000,80,CB,53.0,51.0,76.0,71.0,81.0,69.0,Japan
Sidnei,12500000,80,CB,70.0,55.0,61.0,64.0,78.0,82.0,Brazil
D. Perotti,14000000,80,LW,75.0,70.0,77.0,86.0,42.0,57.0,Argentina
L. Pratto,13500000,80,ST,71.0,79.0,72.0,75.0,58.0,86.0,Argentina
S. Feghouli,14500000,80,RM,86.0,72.0,74.0,83.0,34.0,64.0,Algeria
K. Trippier,12500000,80,RB,74.0,60.0,81.0,76.0,78.0,72.0,England
M. Musacchio,13000000,80,CB,66.0,47.0,63.0,67.0,83.0,72.0,Argentina
Y. M'Vila,12500000,80,CDM,70.0,61.0,75.0,74.0,75.0,78.0,France
L. Stindl,14500000,80,CF,66.0,80.0,78.0,79.0,59.0,72.0,Germany
F. Smolov,15000000,80,ST,86.0,81.0,70.0,76.0,32.0,73.0,Russia
S. Nzonzi,12000000,80,CDM,42.0,55.0,71.0,68.0,79.0,86.0,France
F. Coquelin,14500000,80,CM,70.0,66.0,75.0,78.0,78.0,77.0,France
Hulk,11500000,80,RM,78.0,85.0,76.0,80.0,47.0,86.0,Brazil
K. Strootman,14000000,80,CM,57.0,72.0,80.0,73.0,77.0,80.0,Netherlands
C. Smalling,12500000,80,CB,69.0,47.0,58.0,58.0,79.0,81.0,England
K. Glik,11000000,80,CB,45.0,32.0,44.0,53.0,79.0,82.0,Poland
E. Salvio,15000000,80,RM,86.0,75.0,73.0,84.0,58.0,68.0,Argentina
K. Vogt,13500000,80,CB,73.0,57.0,71.0,67.0,80.0,79.0,Germany
R. Pereyra,15000000,80,LM,75.0,73.0,79.0,83.0,61.0,67.0,Argentina
Y. Belhanda,14500000,80,CAM,73.0,76.0,78.0,83.0,57.0,71.0,Morocco
Sergi Enrich,15000000,80,ST,60.0,78.0,70.0,75.0,43.0,78.0,Spain
D. Lovren,12500000,80,CB,54.0,40.0,59.0,62.0,80.0,78.0,Croatia
S. Verdi,16000000,80,LM,86.0,73.0,80.0,83.0,48.0,53.0,Italy
L. Muriel,15500000,80,ST,88.0,76.0,68.0,84.0,27.0,68.0,Colombia
D. Vida,12000000,80,CB,75.0,40.0,59.0,60.0,82.0,79.0,Croatia
Ibai Gómez,14500000,80,RM,76.0,79.0,80.0,81.0,59.0,67.0,Spain
S. Berghuis,15500000,80,RW,78.0,77.0,81.0,82.0,36.0,62.0,Netherlands
Cristian Tello,15500000,80,LM,89.0,75.0,76.0,81.0,48.0,61.0,Spain
Ismaily,12000000,80,LB,82.0,66.0,74.0,81.0,75.0,75.0,Brazil
F. Ghoulam,12500000,80,LB,75.0,64.0,77.0,78.0,78.0,73.0,Algeria
S. Sané,13000000,80,CB,62.0,49.0,65.0,63.0,80.0,81.0,Senegal
S. Zaza,15500000,80,ST,76.0,79.0,62.0,77.0,50.0,84.0,Italy
S. Vrsaljko,13000000,80,RB,77.0,55.0,74.0,75.0,79.0,77.0,Croatia
Pozuelo,15500000,80,CAM,66.0,73.0,78.0,83.0,50.0,60.0,Spain
R. Jiménez,15500000,80,ST,78.0,78.0,71.0,75.0,47.0,79.0,Mexico
Bernard,16000000,80,LM,87.0,69.0,76.0,85.0,38.0,44.0,Brazil
T. Stepanenko,12500000,80,CDM,67.0,61.0,72.0,69.0,78.0,80.0,Ukraine
I. Marcone,12500000,80,CDM,55.0,58.0,73.0,78.0,75.0,83.0,Argentina
Jony,15500000,80,LM,87.0,70.0,79.0,80.0,52.0,68.0,Spain
Mata,14500000,80,ST,72.0,79.0,61.0,75.0,31.0,77.0,Spain
M. Marega,15500000,80,ST,88.0,79.0,63.0,65.0,41.0,90.0,Mali
Everton Andrão,4700000,80,CDM,68.0,62.0,74.0,76.0,78.0,77.0,Brazil
Welington Dano,10500000,80,LB,79.0,54.0,76.0,78.0,75.0,74.0,Brazil
M. Baldona,0,80,CDM,68.0,62.0,74.0,76.0,78.0,77.0,Uruguay
M. Nérez,0,80,LB,79.0,54.0,76.0,78.0,77.0,74.0,Uruguay
Vinícius Jr.,22500000,79,LW,93.0,70.0,71.0,85.0,29.0,63.0,Brazil
R. Bentancur,20000000,79,CM,70.0,58.0,78.0,81.0,70.0,74.0,Uruguay
Lucas Paquetá,20500000,79,CAM,76.0,75.0,75.0,81.0,60.0,77.0,Brazil
A. Wan-Bissaka,17500000,79,RB,87.0,50.0,63.0,78.0,80.0,72.0,England
I. Konaté,18000000,79,CB,78.0,27.0,54.0,68.0,80.0,78.0,France
Merino,18500000,79,CM,69.0,73.0,77.0,80.0,71.0,74.0,Spain
S. Berge,17000000,79,CDM,74.0,49.0,74.0,74.0,76.0,85.0,Norway
L. Pellegrini,18500000,79,CM,74.0,68.0,79.0,76.0,72.0,69.0,Italy
F. Chiesa,18500000,79,RW,85.0,74.0,71.0,83.0,44.0,64.0,Italy
Dani Olmo,18500000,79,CAM,80.0,76.0,76.0,82.0,48.0,61.0,Spain
R. Zobnin,16000000,79,CDM,76.0,64.0,75.0,80.0,78.0,73.0,Russia
A. Saint-Maximin,17500000,79,RW,93.0,70.0,70.0,87.0,23.0,63.0,France
C. Pavón,17500000,79,RW,91.0,76.0,75.0,79.0,49.0,74.0,Argentina
T. Kehrer,16000000,79,CB,74.0,44.0,65.0,67.0,78.0,76.0,Germany
C. Pulisic,18000000,79,LW,90.0,68.0,70.0,84.0,36.0,58.0,United States
F. Kessié,17500000,79,CM,72.0,72.0,72.0,77.0,78.0,88.0,Ivory Coast
A. Hakimi,16000000,79,LB,92.0,62.0,72.0,80.0,74.0,74.0,Morocco
D. Samassékou,16000000,79,CDM,73.0,49.0,69.0,72.0,77.0,77.0,Mali
Marc Roca,16000000,79,CDM,61.0,62.0,77.0,73.0,73.0,68.0,Spain
D. Zagadou,16000000,79,CB,62.0,34.0,61.0,50.0,80.0,80.0,France
V. Tsygankov,18000000,79,RM,83.0,73.0,77.0,80.0,47.0,56.0,Ukraine
De Tomás,17500000,79,ST,72.0,81.0,60.0,73.0,35.0,71.0,Spain
R. Loftus-Cheek,17000000,79,CM,70.0,67.0,76.0,81.0,62.0,79.0,England
S. Lobotka,17000000,79,CM,64.0,63.0,76.0,78.0,70.0,66.0,Slovakia
J. Denayer,15500000,79,CB,75.0,42.0,63.0,68.0,79.0,78.0,Belgium
L. Klostermann,15500000,79,RB,85.0,50.0,63.0,71.0,79.0,75.0,Germany
A. Golovin,17500000,79,CAM,81.0,71.0,75.0,82.0,65.0,67.0,Russia
A. Diallo,15500000,79,CB,77.0,37.0,70.0,76.0,78.0,76.0,France
B. Pavard,15500000,79,CB,69.0,47.0,72.0,70.0,81.0,74.0,France
M. Rashica,17500000,79,LW,90.0,78.0,71.0,83.0,44.0,63.0,Kosovo
B. Chilwell,15500000,79,LB,78.0,49.0,71.0,77.0,76.0,75.0,England
Wesley,17500000,79,ST,77.0,76.0,68.0,73.0,38.0,88.0,Brazil
T. Souček,15500000,79,CDM,70.0,68.0,72.0,72.0,79.0,82.0,Czech Republic
Junior Firpo,15500000,79,LB,85.0,64.0,72.0,74.0,75.0,76.0,Spain
J. Ward-Prowse,16500000,79,CM,60.0,71.0,85.0,77.0,62.0,64.0,England
A. Januzaj,17000000,79,RW,76.0,76.0,74.0,82.0,29.0,56.0,Belgium
Otávio,17000000,79,RM,75.0,69.0,77.0,84.0,45.0,62.0,Brazil
N. Stark,15000000,79,CB,78.0,53.0,66.0,67.0,80.0,75.0,Germany
A. Iwobi,17000000,79,LM,80.0,64.0,74.0,83.0,28.0,68.0,Nigeria
J. Gbamin,15500000,79,CDM,80.0,57.0,73.0,74.0,78.0,83.0,Ivory Coast
Munir,17000000,79,ST,84.0,77.0,75.0,81.0,35.0,66.0,Spain
Angeliño,15000000,79,LB,85.0,64.0,79.0,81.0,72.0,78.0,Spain
J. Maddison,17000000,79,CAM,75.0,72.0,82.0,79.0,39.0,57.0,England
André Silva,17000000,79,ST,77.0,75.0,63.0,78.0,43.0,75.0,Portugal
Richarlison,17000000,79,RM,84.0,77.0,72.0,81.0,45.0,79.0,Brazil
S. Nakajima,17000000,79,LM,90.0,73.0,72.0,83.0,37.0,50.0,Japan
Raphinha,17000000,79,RW,89.0,74.0,74.0,82.0,49.0,70.0,Brazil
E. Dier,14500000,79,CDM,54.0,63.0,71.0,64.0,80.0,84.0,England
L. Trossard,16500000,79,LW,83.0,80.0,76.0,82.0,30.0,62.0,Belgium
Jonny,14500000,79,LWB,77.0,52.0,70.0,76.0,78.0,70.0,Spain
M. Sanson,16000000,79,CM,75.0,73.0,78.0,77.0,70.0,75.0,France
J. Lerma,15000000,79,CDM,73.0,64.0,72.0,73.0,78.0,80.0,Colombia
L. Dubois,14500000,79,RB,74.0,61.0,75.0,75.0,77.0,73.0,France
F. Grillitsch,16000000,79,CM,64.0,59.0,77.0,77.0,68.0,66.0,Austria
L. Cabrera,13500000,79,CB,58.0,31.0,58.0,57.0,79.0,80.0,Uruguay
R. Barkley,16000000,79,CAM,70.0,73.0,77.0,80.0,56.0,73.0,England
J. Murillo,13500000,79,CB,75.0,40.0,59.0,63.0,79.0,80.0,Colombia
J. Tarkowski,14000000,79,CB,58.0,45.0,66.0,63.0,79.0,78.0,England
J. Brooks,14000000,79,CB,71.0,39.0,58.0,64.0,80.0,75.0,United States
M. Batshuayi,16000000,79,ST,76.0,79.0,58.0,78.0,33.0,72.0,Belgium
M. Arnold,15500000,79,CM,65.0,80.0,76.0,77.0,70.0,69.0,Germany
S. Kolašinac,13500000,79,LB,75.0,62.0,72.0,73.0,75.0,87.0,Bosnia Herzegovina
F. Schär,13500000,79,CB,62.0,66.0,71.0,69.0,80.0,75.0,Switzerland
Ricardo Horta,16000000,79,LW,76.0,76.0,76.0,81.0,42.0,55.0,Portugal
L. Alario,16000000,79,ST,71.0,77.0,59.0,75.0,29.0,75.0,Argentina
Mariano,16000000,79,ST,82.0,80.0,61.0,73.0,45.0,80.0,Dominican Republic
R. Aguilar,13500000,79,RB,84.0,53.0,69.0,76.0,75.0,73.0,France
F. Balbuena,13500000,79,CB,56.0,40.0,52.0,50.0,80.0,79.0,Paraguay
S. Mustafi,13000000,79,CB,60.0,57.0,63.0,61.0,77.0,77.0,Germany
G. Pezzella,12500000,79,CB,56.0,49.0,47.0,56.0,80.0,76.0,Argentina
D. da Costa,13500000,79,RWB,81.0,50.0,70.0,72.0,76.0,81.0,Germany
W. Boly,12500000,79,CB,64.0,35.0,62.0,61.0,78.0,82.0,France
B. Davies,13500000,79,LB,73.0,58.0,75.0,75.0,78.0,74.0,Wales
Fred,15000000,79,CM,76.0,73.0,75.0,80.0,74.0,69.0,Brazil
M. Samatta,15500000,79,ST,85.0,78.0,66.0,73.0,32.0,74.0,Tanzania
Diego Carlos,13500000,79,CB,77.0,44.0,58.0,68.0,78.0,80.0,Brazil
K. Toko-Ekambi,15500000,79,ST,79.0,78.0,67.0,78.0,27.0,68.0,Cameroon
R. Malinovskyi,15000000,79,CM,71.0,77.0,81.0,77.0,64.0,80.0,Ukraine
M. Sakho,12000000,79,CB,53.0,33.0,65.0,56.0,78.0,83.0,France
J. King,14500000,79,CF,88.0,79.0,69.0,79.0,38.0,75.0,Norway
H. Seferović,14500000,79,ST,71.0,77.0,67.0,71.0,47.0,86.0,Switzerland
Laguardia,12000000,79,CB,53.0,45.0,55.0,48.0,80.0,79.0,Spain
P. Jones,12500000,79,CB,55.0,51.0,61.0,58.0,78.0,76.0,England
S. Aurier,13000000,79,RB,77.0,59.0,73.0,76.0,77.0,76.0,Ivory Coast
L. Spinazzola,15000000,79,LM,81.0,64.0,74.0,80.0,76.0,73.0,Italy
K. Lala,12500000,79,RWB,79.0,54.0,76.0,77.0,74.0,76.0,France
S. Arias,12500000,79,RB,83.0,53.0,69.0,75.0,76.0,77.0,Colombia
D. Baselli,14000000,79,CM,71.0,73.0,79.0,81.0,66.0,68.0,Italy
T. Savanier,14000000,79,CM,71.0,69.0,81.0,79.0,66.0,68.0,France
Leo Baptistao,15000000,79,ST,77.0,75.0,72.0,79.0,33.0,67.0,Brazil
J. Veltman,12500000,79,CB,66.0,49.0,66.0,68.0,79.0,78.0,Netherlands
D. Zappacosta,12500000,79,RB,78.0,66.0,72.0,75.0,76.0,74.0,Italy
Wu Lei,14500000,79,ST,87.0,74.0,72.0,80.0,36.0,66.0,China PR
David Villa,4500000,79,ST,65.0,81.0,74.0,80.0,34.0,67.0,Spain
B. Yılmaz,8000000,79,ST,80.0,81.0,65.0,69.0,34.0,77.0,Turkey
S. Kalou,7500000,79,LM,65.0,78.0,74.0,85.0,43.0,59.0,Ivory Coast
Dante,3800000,79,CB,36.0,52.0,67.0,63.0,80.0,76.0,Brazil
M. Debuchy,5500000,79,RB,69.0,67.0,73.0,75.0,78.0,73.0,France
E. Lavezzi,6500000,79,ST,84.0,79.0,78.0,83.0,40.0,71.0,Argentina
Borja Valero,6500000,79,CAM,48.0,69.0,84.0,82.0,66.0,60.0,Spain
M. Škrtel,4700000,79,CB,51.0,38.0,50.0,51.0,78.0,82.0,Slovakia
J. Evans,9500000,79,CB,56.0,32.0,59.0,53.0,80.0,75.0,Northern Ireland
D. Valeri,7500000,79,CAM,58.0,79.0,78.0,79.0,41.0,66.0,Argentina
N. Moisander,6000000,79,CB,50.0,49.0,69.0,70.0,80.0,71.0,Finland
D. Criscito,8000000,79,LB,74.0,61.0,76.0,72.0,79.0,75.0,Italy
A. Candreva,10000000,79,RM,74.0,78.0,76.0,80.0,61.0,67.0,Italy
Marcano,8000000,79,CB,65.0,46.0,59.0,59.0,79.0,75.0,Spain
K. Boateng,10000000,79,CF,65.0,79.0,78.0,80.0,67.0,77.0,Ghana
A. Fernández,7500000,79,CM,68.0,70.0,76.0,78.0,71.0,74.0,Argentina
Nacho Monreal,5500000,79,LB,63.0,61.0,71.0,74.0,80.0,68.0,Spain
Ángel,10000000,79,ST,74.0,79.0,61.0,79.0,34.0,64.0,Spain
Granero,11000000,79,CM,47.0,74.0,81.0,76.0,67.0,67.0,Spain
Éder,10000000,79,ST,86.0,78.0,73.0,83.0,29.0,65.0,Italy
R. Vormer,11000000,79,CM,60.0,74.0,79.0,70.0,75.0,79.0,Netherlands
S. Coleman,10000000,79,RB,74.0,65.0,73.0,77.0,79.0,71.0,Republic of Ireland
A. Lallana,11000000,79,CM,67.0,71.0,79.0,82.0,62.0,65.0,England
A. Modeste,11500000,79,ST,74.0,78.0,63.0,72.0,35.0,80.0,France
M. Gradel,11000000,79,LW,84.0,78.0,73.0,81.0,42.0,62.0,Ivory Coast
Yuri Berchiche,10500000,79,LB,80.0,64.0,71.0,74.0,78.0,81.0,Spain
Mariano,5500000,79,RB,82.0,64.0,75.0,76.0,71.0,76.0,Brazil
O. Toprak,10500000,79,CB,71.0,37.0,62.0,66.0,80.0,74.0,Turkey
N. Kalinić,11500000,79,ST,67.0,76.0,64.0,74.0,42.0,72.0,Croatia
C. Stuani,10000000,79,ST,69.0,78.0,69.0,75.0,48.0,82.0,Uruguay
K. Asamoah,10000000,79,LB,74.0,68.0,78.0,82.0,79.0,74.0,Ghana
Alex Teixeira,12500000,79,ST,92.0,76.0,73.0,82.0,42.0,72.0,Brazil
S. Lulić,7500000,79,LM,78.0,72.0,77.0,78.0,75.0,76.0,Bosnia Herzegovina
S. Rondón,12500000,79,ST,69.0,77.0,62.0,70.0,37.0,82.0,Venezuela
S. Kagawa,12000000,79,CAM,62.0,67.0,75.0,84.0,54.0,45.0,Japan
